Vardas         Pavarde        Galutinis (Vid.)
Vardas77143    Pavarde77143        7.00

Vardas77145    Pavarde77145        6.20

Vardas77149    Pavarde77149        7.20

Vardas77150    Pavarde77150        6.00

Vardas77152    Pavarde77152        6.60

Vardas77153    Pavarde77153        6.60

Vardas77154    Pavarde77154        5.20

Vardas77158    Pavarde77158        5.60

Vardas77160    Pavarde77160        8.00

Vardas77162    Pavarde77162        8.40

Vardas77164    Pavarde77164        8.40

Vardas77165    Pavarde77165        7.00

Vardas77166    Pavarde77166        6.60

Vardas77167    Pavarde77167        6.40

Vardas77171    Pavarde77171        6.60

Vardas77172    Pavarde77172        6.40

Vardas77173    Pavarde77173        5.00

Vardas77174    Pavarde77174        6.40

Vardas77175    Pavarde77175        6.60

Vardas77176    Pavarde77176        6.40

Vardas77178    Pavarde77178        8.00

Vardas77179    Pavarde77179        5.60

Vardas7718     Pavarde7718         5.80

Vardas77180    Pavarde77180        8.00

Vardas77181    Pavarde77181        5.40

Vardas77183    Pavarde77183        7.40

Vardas77184    Pavarde77184        6.00

Vardas77186    Pavarde77186        5.60

Vardas77187    Pavarde77187        7.80

Vardas77189    Pavarde77189        6.20

Vardas7719     Pavarde7719         5.60

Vardas77190    Pavarde77190        7.20

Vardas77192    Pavarde77192        7.00

Vardas77193    Pavarde77193        8.40

Vardas77195    Pavarde77195        7.40

Vardas77196    Pavarde77196        7.00

Vardas77197    Pavarde77197        7.60

Vardas77198    Pavarde77198        5.00

Vardas772      Pavarde772          5.00

Vardas77204    Pavarde77204        7.80

Vardas77205    Pavarde77205        7.40

Vardas77206    Pavarde77206        6.60

Vardas77209    Pavarde77209        5.60

Vardas7721     Pavarde7721         8.00

Vardas77210    Pavarde77210        6.60

Vardas77215    Pavarde77215        6.20

Vardas77217    Pavarde77217        7.40

Vardas77219    Pavarde77219        5.20

Vardas77221    Pavarde77221        6.40

Vardas77222    Pavarde77222        6.80

Vardas77224    Pavarde77224        6.40

Vardas77225    Pavarde77225        8.20

Vardas77229    Pavarde77229        6.00

Vardas77233    Pavarde77233        6.60

Vardas77235    Pavarde77235        7.40

Vardas77236    Pavarde77236        7.20

Vardas77239    Pavarde77239        7.20

Vardas77243    Pavarde77243        6.20

Vardas77244    Pavarde77244        6.80

Vardas77245    Pavarde77245        8.80

Vardas77246    Pavarde77246        8.20

Vardas77248    Pavarde77248        7.00

Vardas77251    Pavarde77251        8.00

Vardas77255    Pavarde77255        6.00

Vardas77258    Pavarde77258        5.40

Vardas7726     Pavarde7726         7.60

Vardas77261    Pavarde77261        7.60

Vardas77262    Pavarde77262        7.60

Vardas77264    Pavarde77264        7.40

Vardas77265    Pavarde77265        7.00

Vardas77266    Pavarde77266        5.20

Vardas77267    Pavarde77267        5.40

Vardas77268    Pavarde77268        5.80

Vardas77269    Pavarde77269        7.40

Vardas7727     Pavarde7727         6.80

Vardas77270    Pavarde77270        7.60

Vardas77271    Pavarde77271        5.00

Vardas77272    Pavarde77272        7.80

Vardas77274    Pavarde77274        7.40

Vardas77277    Pavarde77277        8.00

Vardas77278    Pavarde77278        7.60

Vardas77279    Pavarde77279        7.20

Vardas77280    Pavarde77280        6.80

Vardas77284    Pavarde77284        5.20

Vardas77287    Pavarde77287        6.00

Vardas77290    Pavarde77290        8.40

Vardas77291    Pavarde77291        6.60

Vardas77293    Pavarde77293        7.00

Vardas77294    Pavarde77294        8.20

Vardas77295    Pavarde77295        5.40

Vardas77297    Pavarde77297        6.40

Vardas77299    Pavarde77299        5.80

Vardas773      Pavarde773          6.80

Vardas77301    Pavarde77301        7.40

Vardas77303    Pavarde77303        8.20

Vardas77304    Pavarde77304        5.60

Vardas77305    Pavarde77305        7.00

Vardas77306    Pavarde77306        6.80

Vardas77308    Pavarde77308        8.00

Vardas77309    Pavarde77309        7.40

Vardas77313    Pavarde77313        6.00

Vardas77315    Pavarde77315        7.40

Vardas77316    Pavarde77316        8.00

Vardas77318    Pavarde77318        6.20

Vardas77319    Pavarde77319        8.00

Vardas7732     Pavarde7732         7.80

Vardas77321    Pavarde77321        5.80

Vardas77324    Pavarde77324        7.00

Vardas77325    Pavarde77325        5.40

Vardas77326    Pavarde77326        8.80

Vardas77327    Pavarde77327        5.80

Vardas77328    Pavarde77328        7.80

Vardas77329    Pavarde77329        8.00

Vardas77330    Pavarde77330        8.00

Vardas77331    Pavarde77331        5.80

Vardas77333    Pavarde77333        7.40

Vardas77334    Pavarde77334        5.80

Vardas77335    Pavarde77335        7.60

Vardas77337    Pavarde77337        5.00

Vardas77338    Pavarde77338        7.80

Vardas7734     Pavarde7734         8.00

Vardas77341    Pavarde77341        7.20

Vardas77342    Pavarde77342        6.00

Vardas77343    Pavarde77343        5.00

Vardas77344    Pavarde77344        6.80

Vardas77346    Pavarde77346        5.20

Vardas77347    Pavarde77347        8.60

Vardas77348    Pavarde77348        6.20

Vardas77349    Pavarde77349        7.00

Vardas77350    Pavarde77350        5.20

Vardas77353    Pavarde77353        6.00

Vardas77354    Pavarde77354        6.00

Vardas77355    Pavarde77355        5.00

Vardas77357    Pavarde77357        6.40

Vardas77359    Pavarde77359        5.40

Vardas77363    Pavarde77363        6.60

Vardas77364    Pavarde77364        5.20

Vardas77365    Pavarde77365        6.00

Vardas77366    Pavarde77366        5.40

Vardas77367    Pavarde77367        5.40

Vardas7737     Pavarde7737         7.20

Vardas77370    Pavarde77370        8.00

Vardas77371    Pavarde77371        5.40

Vardas77372    Pavarde77372        5.20

Vardas77375    Pavarde77375        7.60

Vardas77378    Pavarde77378        5.60

Vardas77379    Pavarde77379        5.00

Vardas77380    Pavarde77380        8.00

Vardas77381    Pavarde77381        8.40

Vardas77383    Pavarde77383        8.60

Vardas77385    Pavarde77385        7.20

Vardas77386    Pavarde77386        6.00

Vardas77387    Pavarde77387        5.00

Vardas77388    Pavarde77388        6.00

Vardas77389    Pavarde77389        8.00

Vardas7739     Pavarde7739         6.40

Vardas77391    Pavarde77391        6.80

Vardas77392    Pavarde77392        7.00

Vardas77395    Pavarde77395        8.20

Vardas77397    Pavarde77397        5.00

Vardas77398    Pavarde77398        5.00

Vardas774      Pavarde774          7.40

Vardas7740     Pavarde7740         7.20

Vardas77401    Pavarde77401        5.80

Vardas77404    Pavarde77404        8.00

Vardas77406    Pavarde77406        7.00

Vardas77408    Pavarde77408        5.80

Vardas77409    Pavarde77409        7.60

Vardas7741     Pavarde7741         8.20

Vardas77410    Pavarde77410        6.20

Vardas77411    Pavarde77411        5.80

Vardas77412    Pavarde77412        8.00

Vardas77413    Pavarde77413        5.40

Vardas77414    Pavarde77414        8.00

Vardas77416    Pavarde77416        7.80

Vardas77417    Pavarde77417        7.20

Vardas77418    Pavarde77418        7.60

Vardas77419    Pavarde77419        6.60

Vardas7742     Pavarde7742         6.00

Vardas77420    Pavarde77420        6.00

Vardas77421    Pavarde77421        5.60

Vardas77427    Pavarde77427        8.00

Vardas77428    Pavarde77428        6.00

Vardas77429    Pavarde77429        7.20

Vardas7743     Pavarde7743         5.40

Vardas77430    Pavarde77430        6.40

Vardas77435    Pavarde77435        5.00

Vardas77436    Pavarde77436        5.00

Vardas77437    Pavarde77437        5.40

Vardas77438    Pavarde77438        6.60

Vardas77439    Pavarde77439        7.00

Vardas7744     Pavarde7744         7.20

Vardas77441    Pavarde77441        5.40

Vardas77442    Pavarde77442        5.80

Vardas77445    Pavarde77445        5.80

Vardas77449    Pavarde77449        6.80

Vardas77450    Pavarde77450        5.80

Vardas77452    Pavarde77452        7.00

Vardas77453    Pavarde77453        8.00

Vardas77454    Pavarde77454        5.20

Vardas77455    Pavarde77455        6.60

Vardas77456    Pavarde77456        5.20

Vardas77457    Pavarde77457        5.60

Vardas77458    Pavarde77458        6.40

Vardas77459    Pavarde77459        5.00

Vardas7746     Pavarde7746         6.60

Vardas77460    Pavarde77460        8.00

Vardas77462    Pavarde77462        6.40

Vardas77463    Pavarde77463        6.00

Vardas77465    Pavarde77465        9.20

Vardas77466    Pavarde77466        5.60

Vardas77467    Pavarde77467        8.00

Vardas7747     Pavarde7747         5.60

Vardas77470    Pavarde77470        6.40

Vardas77471    Pavarde77471        8.20

Vardas77472    Pavarde77472        7.40

Vardas77473    Pavarde77473        7.00

Vardas77474    Pavarde77474        7.60

Vardas77476    Pavarde77476        5.40

Vardas7748     Pavarde7748         7.60

Vardas77480    Pavarde77480        7.20

Vardas77481    Pavarde77481        5.60

Vardas77484    Pavarde77484        7.80

Vardas77486    Pavarde77486        5.40

Vardas77488    Pavarde77488        6.60

Vardas77489    Pavarde77489        7.20

Vardas77490    Pavarde77490        8.00

Vardas77495    Pavarde77495        7.00

Vardas77497    Pavarde77497        5.20

Vardas77498    Pavarde77498        8.80

Vardas77499    Pavarde77499        6.20

Vardas775      Pavarde775          6.00

Vardas77500    Pavarde77500        8.00

Vardas77502    Pavarde77502        7.60

Vardas77503    Pavarde77503        7.80

Vardas77504    Pavarde77504        7.20

Vardas77508    Pavarde77508        7.00

Vardas77511    Pavarde77511        5.00

Vardas77514    Pavarde77514        8.80

Vardas77515    Pavarde77515        5.80

Vardas7752     Pavarde7752         6.40

Vardas77520    Pavarde77520        7.60

Vardas77521    Pavarde77521        7.20

Vardas77524    Pavarde77524        6.00

Vardas77525    Pavarde77525        7.60

Vardas77526    Pavarde77526        6.20

Vardas77527    Pavarde77527        5.80

Vardas77529    Pavarde77529        5.00

Vardas7753     Pavarde7753         6.20

Vardas77532    Pavarde77532        5.60

Vardas77533    Pavarde77533        5.00

Vardas77535    Pavarde77535        6.60

Vardas77537    Pavarde77537        7.40

Vardas77538    Pavarde77538        5.20

Vardas77539    Pavarde77539        8.00

Vardas77540    Pavarde77540        8.00

Vardas77541    Pavarde77541        5.80

Vardas77542    Pavarde77542        5.80

Vardas77546    Pavarde77546        6.40

Vardas77548    Pavarde77548        6.20

Vardas7755     Pavarde7755         6.00

Vardas77550    Pavarde77550        5.00

Vardas77551    Pavarde77551        6.40

Vardas77554    Pavarde77554        7.00

Vardas77564    Pavarde77564        6.60

Vardas77565    Pavarde77565        5.00

Vardas77568    Pavarde77568        5.00

Vardas77569    Pavarde77569        6.80

Vardas7757     Pavarde7757         6.40

Vardas77570    Pavarde77570        7.20

Vardas77571    Pavarde77571        5.60

Vardas77572    Pavarde77572        5.80

Vardas77573    Pavarde77573        8.80

Vardas77574    Pavarde77574        8.40

Vardas77575    Pavarde77575        7.60

Vardas77578    Pavarde77578        6.00

Vardas77579    Pavarde77579        7.40

Vardas77580    Pavarde77580        7.00

Vardas77581    Pavarde77581        6.80

Vardas77585    Pavarde77585        7.60

Vardas77588    Pavarde77588        7.40

Vardas7759     Pavarde7759         7.80

Vardas77590    Pavarde77590        7.00

Vardas77592    Pavarde77592        6.80

Vardas77593    Pavarde77593        5.40

Vardas77594    Pavarde77594        5.00

Vardas77595    Pavarde77595        7.20

Vardas77597    Pavarde77597        7.00

Vardas77599    Pavarde77599        5.00

Vardas776      Pavarde776          7.40

Vardas77600    Pavarde77600        5.60

Vardas77601    Pavarde77601        7.40

Vardas77602    Pavarde77602        5.20

Vardas77605    Pavarde77605        5.80

Vardas77607    Pavarde77607        7.60

Vardas77608    Pavarde77608        5.20

Vardas77609    Pavarde77609        5.40

Vardas7761     Pavarde7761         5.60

Vardas77610    Pavarde77610        7.60

Vardas77611    Pavarde77611        5.20

Vardas77612    Pavarde77612        7.60

Vardas77614    Pavarde77614        8.00

Vardas77615    Pavarde77615        6.20

Vardas77617    Pavarde77617        7.80

Vardas77618    Pavarde77618        5.60

Vardas77620    Pavarde77620        5.20

Vardas77621    Pavarde77621        6.00

Vardas77623    Pavarde77623        8.40

Vardas77624    Pavarde77624        7.20

Vardas77625    Pavarde77625        5.20

Vardas77627    Pavarde77627        7.40

Vardas77628    Pavarde77628        5.60

Vardas77629    Pavarde77629        6.80

Vardas7763     Pavarde7763         5.20

Vardas77634    Pavarde77634        5.80

Vardas77635    Pavarde77635        6.80

Vardas77636    Pavarde77636        6.00

Vardas77637    Pavarde77637        5.60

Vardas77639    Pavarde77639        5.20

Vardas7764     Pavarde7764         7.20

Vardas77641    Pavarde77641        5.80

Vardas77643    Pavarde77643        6.60

Vardas77644    Pavarde77644        5.60

Vardas77646    Pavarde77646        7.20

Vardas77647    Pavarde77647        5.20

Vardas77648    Pavarde77648        7.80

Vardas7765     Pavarde7765         7.40

Vardas77651    Pavarde77651        5.80

Vardas77652    Pavarde77652        5.80

Vardas77653    Pavarde77653        7.20

Vardas77658    Pavarde77658        6.40

Vardas77659    Pavarde77659        6.40

Vardas7766     Pavarde7766         5.80

Vardas77660    Pavarde77660        9.20

Vardas77663    Pavarde77663        6.80

Vardas77664    Pavarde77664        5.60

Vardas77665    Pavarde77665        8.00

Vardas77667    Pavarde77667        5.40

Vardas77668    Pavarde77668        8.20

Vardas77670    Pavarde77670        7.00

Vardas77671    Pavarde77671        6.60

Vardas77672    Pavarde77672        8.20

Vardas77673    Pavarde77673        7.40

Vardas77674    Pavarde77674        7.00

Vardas77676    Pavarde77676        6.80

Vardas77677    Pavarde77677        5.00

Vardas77678    Pavarde77678        5.20

Vardas7768     Pavarde7768         5.80

Vardas77681    Pavarde77681        7.20

Vardas77683    Pavarde77683        7.80

Vardas77684    Pavarde77684        8.80

Vardas77685    Pavarde77685        8.00

Vardas77687    Pavarde77687        7.60

Vardas77688    Pavarde77688        6.80

Vardas77689    Pavarde77689        7.00

Vardas7769     Pavarde7769         8.60

Vardas77690    Pavarde77690        7.40

Vardas77692    Pavarde77692        5.20

Vardas77695    Pavarde77695        6.60

Vardas77696    Pavarde77696        7.60

Vardas777      Pavarde777          7.80

Vardas7770     Pavarde7770         7.60

Vardas77701    Pavarde77701        6.40

Vardas77702    Pavarde77702        6.20

Vardas77703    Pavarde77703        8.00

Vardas77704    Pavarde77704        7.60

Vardas77705    Pavarde77705        8.00

Vardas77706    Pavarde77706        5.40

Vardas77707    Pavarde77707        7.00

Vardas7771     Pavarde7771         5.20

Vardas77710    Pavarde77710        7.40

Vardas77713    Pavarde77713        6.60

Vardas77714    Pavarde77714        6.60

Vardas77715    Pavarde77715        6.40

Vardas77719    Pavarde77719        6.40

Vardas7772     Pavarde7772         6.20

Vardas77720    Pavarde77720        6.80

Vardas77721    Pavarde77721        7.00

Vardas77725    Pavarde77725        5.20

Vardas77726    Pavarde77726        5.20

Vardas77727    Pavarde77727        6.20

Vardas77730    Pavarde77730        7.00

Vardas77732    Pavarde77732        7.00

Vardas77734    Pavarde77734        7.00

Vardas77736    Pavarde77736        5.20

Vardas77737    Pavarde77737        7.20

Vardas77738    Pavarde77738        7.60

Vardas7774     Pavarde7774         5.20

Vardas77741    Pavarde77741        5.20

Vardas77743    Pavarde77743        5.20

Vardas77744    Pavarde77744        7.60

Vardas77746    Pavarde77746        7.60

Vardas77748    Pavarde77748        8.60

Vardas77749    Pavarde77749        7.20

Vardas7775     Pavarde7775         6.20

Vardas77751    Pavarde77751        8.00

Vardas77754    Pavarde77754        5.80

Vardas77755    Pavarde77755        8.80

Vardas77756    Pavarde77756        6.80
